0_AAGAB,0_ACSS1,0_ADAM3A,0_AIM2,0_AMZ2,0_AP3D1,0_AP4M1,0_ARMC4,0_ATP12A,0_BCL2L14,0_BGN,0_C10orf62,0_C10orf81,0_C11orf45,0_C12orf70,0_C17orf104,0_C20orf20,0_CCNB3,0_CHEK1,0_CLEC2B,0_CLEC2D,0_COL16A1,0_COL4A6,0_CXCL1,0_DMC1,0_EID2,0_EVI2A,0_EXOSC10,0_GPR12,0_HERC4,0_IL27,0_INHBC,0_IPO9,0_ITPKB,0_LENG9,0_LHX6,0_MARCKS,0_MCART6,0_MEI1,0_OR51B5,0_PAK7,0_PLCB4,0_PPP1R3C,0_PSMA7,0_PTF1A,0_RGS18,0_SLC7A3,0_TMPRSS15,0_TSPAN8,0_TTYH1,0_ZNF74,0_ZNF774
0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
