0_ABAT,0_ACTN1,0_AKR1A1,0_ARPC2,0_BAGE2,0_BCL2L13,0_C14orf142,0_CCDC34,0_CCNE1,0_CD86,0_CDKN3,0_CEP55,0_COBL,0_CSNK2A2,0_CSPG4,0_DKFZp434J0226,0_EIF2C2,0_FOXA1,0_GLT8D1,0_H6PD,0_HDAC4,0_HNRNPH2,0_HRASLS2,0_INSL3,0_KIAA0556,0_KIAA1239,0_KIFC2,0_LOC728264,0_LRRC67,0_LRRK2,0_MATN1,0_MCRS1,0_MIA,0_MPHOSPH6,0_NUP133,0_P2RY6,0_PCDHA8,0_PHF15,0_POLB,0_PRKD1,0_PSRC1,0_SERPINC1,0_SERPINI1,0_SFRP1,0_SLC22A11,0_SOD3,0_SRF,0_TAP1,0_TRH,0_UBE2C,0_URB1,0_WIZ,0_ZNF799,0_ZRSR2
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
