0_ABCC3,0_ALDH5A1,0_ANXA9,0_C1orf54,0_C6orf132,0_CAV2,0_CFB,0_DYNC2LI1,0_EIF2S2,0_EMCN,0_KCTD16,0_NRP1,0_PTHLH,0_SDC1,0_SIRPA,0_SQSTM1,0_STC2,0_TADA3,0_TAF8,0_TBC1D14,0_TPK1,0_ZNF592
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
