Optimizer,Fold,NB_bal_acc_train_fitness,NB_bal_acc_train_std_dev,NB_bal_acc_train_ci_min,NB_bal_acc_train_ci_max,NB_bal_acc_test_fitness,NB_bal_acc_test_std_dev,NB_bal_acc_test_ci_min,NB_bal_acc_test_ci_max,root_separation_train_fitness,root_separation_train_std_dev,root_separation_train_ci_min,root_separation_train_ci_max,root_separation_test_fitness,root_separation_test_std_dev,root_separation_test_ci_min,root_separation_test_ci_max,root_leanness_train_fitness,root_leanness_train_std_dev,root_leanness_train_ci_min,root_leanness_train_ci_max,root_leanness_test_fitness,root_leanness_test_std_dev,root_leanness_test_ci_min,root_leanness_test_ci_max
NSGA3 NB,0,0.8407877006792965,0.018874837936644,0.800664909723456,0.8720953192136928,0.8271868258742746,0.0215072130268267,0.7937615169569375,0.8497502447206612,0.6389242892504372,0.0084388975648381,0.6323655404108063,0.6551630007483538,0.6528110656617241,0.009057198440303,0.6460411126220676,0.6709228889443366,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
NSGA3 NB,0,0.8418942654147511,0.0184845339674794,0.8022437423761422,0.8732010281763685,0.8308206483760217,0.0240151403586852,0.796262497767122,0.8549434580116242,0.63164306545621,0.0059258816447343,0.6273933829174274,0.6464498471629563,0.6431985422904191,0.002983259652867,0.6410372416957839,0.6492218658308382,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
NSGA3 NB,0,0.7881287709010261,0.0145989268699336,0.7611013581500443,0.8170240176176304,0.7632252471102462,0.0273046012703629,0.7273158572017296,0.8084058693493531,0.606572515538726,0.0090578541534502,0.5954615321900676,0.6229249618160644,0.600859829204156,0.0167853687065412,0.5879976586544893,0.6344947497746827,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257
NSGA3 NB,0,0.8449787740720153,0.0176380160179228,0.8117561155716654,0.8797620232586162,0.8258985811077689,0.0226643747713628,0.7964369948723824,0.8589062279597007,0.6249466869291277,0.0066317797933757,0.6181085663016626,0.6387756783918755,0.636267175313501,0.0055364084099098,0.6330291695856826,0.6484599121488304,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
NSGA3 NB,0,0.8576593742390248,0.0173198485280191,0.8155054745968752,0.8831755595621068,0.8153991601537245,0.0264325282540676,0.7789647757507422,0.8534937883823197,0.6094964094005697,0.0089759975864766,0.5989712198729381,0.6265698023103052,0.6017829431665604,0.0209878715996759,0.5944738159485241,0.6497924098710921,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
NSGA3 NB,0,0.8548676836103393,0.0177184662673081,0.8191702621785315,0.8891120689115417,0.7968593734433062,0.0285820670725144,0.7535918320474231,0.8320878272256605,0.6115506560113281,0.0092491918997756,0.5999900240467588,0.6262370674394941,0.6050611438329856,0.0163896939649008,0.5880652093119793,0.6414950660401191,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
NSGA3 NB,0,0.8871821437727021,0.0167179554083227,0.853183596138149,0.9169630093004254,0.8470634703612554,0.0222300624584681,0.8091514125386998,0.8671008654190315,0.63164306545621,0.0062311661711675,0.6273933829174274,0.6473057775995715,0.6431985422904191,0.0047965971862201,0.6404868022788295,0.6556626027048206,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579
NSGA3 NB,0,0.8477599460255382,0.0181830749731183,0.8108142631697097,0.8813950395585666,0.8383678181873424,0.0211722463282177,0.8040983652795323,0.8681905608005465,0.6166027032326526,0.0080763179211128,0.6072789104019513,0.6327784457381749,0.6256248161130873,0.0085055115705039,0.6208299622818171,0.6444505158671117,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
NSGA3 NB,0,0.8330732896870131,0.0192795317584444,0.794285985373558,0.8693684427015456,0.8172940783277124,0.0290533367563468,0.7597704352725212,0.8386090466501879,0.6311120666607811,0.0112800092897881,0.6213309310777152,0.6506162984784393,0.636988451716606,0.0135143881198123,0.634244673664056,0.6730690712811912,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
NSGA3 NB,0,0.88918134815019,0.0172222859136357,0.8496102038500555,0.9169524621751396,0.8172029289338558,0.0265240675251575,0.7811532245917756,0.8566562279597008,0.6274874473183509,0.0071236999101874,0.6187572282670347,0.6409808784702912,0.6386506143829231,0.0066404634833979,0.6334549346659026,0.6536205918677689,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579
